10, 10, 91, 1, 73.76, 32.76, 90.82
10, 10, 91, 2, 187.26, 22.3, 90.56
10, 10, 91, 3, 220.46, 90.46, 90.46
10, 10, 92, 1, 74.11, 33.11, 91.79
10, 10, 92, 2, 187.51, 22.5, 91.59
10, 10, 92, 3, 221.56, 91.56, 91.56
10, 10, 93, 1, 74.4, 33.4, 92.82
10, 10, 93, 2, 189.93, 22.67, 92.55
10, 10, 93, 3, 222.85, 92.85, 92.85
10, 10, 94, 1, 74.74, 33.74, 93.82
10, 10, 94, 2, 190.23, 22.94, 93.58
10, 10, 94, 3, 223.85, 93.85, 93.85
10, 10, 95, 1, 75.03, 34.03, 94.69
10, 10, 95, 2, 190.42, 23.19, 94.51
10, 10, 95, 3, 224.81, 94.81, 94.81
10, 10, 96, 1, 75.47, 34.47, 95.93
10, 10, 96, 2, 190.4, 23.86, 95.54
10, 10, 96, 3, 226.04, 96.04, 96.04
10, 10, 97, 1, 75.78, 34.78, 96.89
10, 10, 97, 2, 190.72, 24.02, 96.53
10, 10, 97, 3, 226.91, 96.91, 96.91
10, 10, 98, 1, 76.26, 35.26, 97.76
10, 10, 98, 2, 190.41, 24.11, 97.6
10, 10, 98, 3, 228.09, 98.09, 98.09
10, 10, 99, 1, 76.59, 35.59, 98.87
10, 10, 99, 2, 190.69, 24.4, 98.54
10, 10, 99, 3, 228.95, 98.95, 98.95
10, 10, 100, 1, 77, 36, 100
10, 10, 100, 2, 191.01, 24.45, 100
10, 10, 100, 3, 230, 100, 100
